X,Y,NAD_X,NAD_Y,FC,HFI,pop
701128.1288,5407794.451,1778268.652,653693.5544,0.275203478,0.939631589,0
702128.1288,5407794.451,1781547.86,653599.9422,0.23224895,33.5734355,0
703128.1288,5407794.451,1784827.051,653506.3245,0.245583155,197.2395188,0
704128.1288,5407794.451,1788106.225,653412.7012,0.202102389,197.8437158,0
705128.1288,5407794.451,1791385.383,653319.0723,0.240734543,26.75943138,0
706128.1288,5407794.451,1794664.523,653225.4378,0.212744336,0.000728465,0
707128.1288,5407794.451,1797943.647,653131.7978,0.27126702,11.86808976,0.03468509
708128.1288,5407794.451,1801222.753,653038.1522,0.551251753,248.2089797,0.099227823
709128.1288,5407794.451,1804501.842,652944.501,0.572074994,260.2572939,0
710128.1288,5407794.451,1807780.915,652850.8443,0.394803092,3.075268817,0
711128.1288,5407794.451,1811059.969,652757.1821,0.502917279,102.9446266,0
712128.1288,5407794.451,1814339.007,652663.5143,0.635193604,843.6706161,0
713128.1288,5407794.451,1817618.026,652569.841,0.56973149,1602.979208,0
714128.1288,5407794.451,1820897.029,652476.1621,0.535225897,1208.044659,0
715128.1288,5407794.451,1824176.013,652382.4777,0.620667406,919.4095134,0
716128.1288,5407794.451,1827454.98,652288.7878,0.561866291,285.2638484,0
717128.1288,5407794.451,1830733.929,652195.0924,0.617555799,33.86524435,0
718128.1288,5407794.451,1834012.86,652101.3915,0.676605341,1.313114754,0
719128.1288,5407794.451,1837291.774,652007.6851,0.833598065,0,0
720128.1288,5407794.451,1840570.669,651913.9731,0.803431857,0,0
721128.1288,5407794.451,1843849.546,651820.2557,0.880222168,0,0
722128.1288,5407794.451,1847128.404,651726.5328,0.866689541,0.066776136,0
723128.1288,5407794.451,1850407.245,651632.8045,0.788286477,136.8438241,0
724128.1288,5407794.451,1853686.067,651539.0706,0.777937122,519.8902861,0
725128.1288,5407794.451,1856964.87,651445.3313,0.75154247,418.0255009,0
726128.1288,5407794.451,1860243.656,651351.5865,0.826804428,27.07069971,0
727128.1288,5407794.451,1863522.422,651257.8363,0.876275404,0,0
728128.1288,5407794.451,1866801.17,651164.0806,0.792081988,0.156301295,0
729128.1288,5407794.451,1870079.899,651070.3195,0.797443464,261.2216955,0
730128.1288,5407794.451,1873358.609,650976.5529,0.859279366,635.0041917,0
731128.1288,5407794.451,1876637.3,650882.7809,0.898200165,551.4766849,0
732128.1288,5407794.451,1879915.972,650789.0035,0.916472088,688.4810496,0
733128.1288,5407794.451,1883194.625,650695.2206,0.958819001,316.6346399,0
734128.1288,5407794.451,1886473.258,650601.4323,0.974131608,90.51458257,0
735128.1288,5407794.451,1889751.873,650507.6387,0.964846976,12.25122973,0
736128.1288,5407794.451,1893030.468,650413.8396,0.96878053,16.20400729,0
698128.1288,5406794.451,1768337.345,650695.0945,0.103607431,257.084959,2.33E-13
699128.1288,5406794.451,1771616.597,650601.5155,0.122861933,128.4275032,0
700128.1288,5406794.451,1774895.832,650507.931,0.235929845,192.3008753,0
701128.1288,5406794.451,1778175.051,650414.3411,0.322581393,71.37117347,0
702128.1288,5406794.451,1781454.253,650320.7455,0.20316954,0.062317784,0
703128.1288,5406794.451,1784733.439,650227.1445,0.159432488,51.96665452,0
704128.1288,5406794.451,1788012.607,650133.538,0.231673073,219.6958265,0
705128.1288,5406794.451,1791291.759,650039.926,0.325073546,147.0621242,0
706128.1288,5406794.451,1794570.894,649946.3085,0.291523529,0.826530612,0
707128.1288,5406794.451,1797850.012,649852.6855,0.362048533,2.344884187,0
708128.1288,5406794.451,1801129.113,649759.057,0.625095432,243.8568821,0
709128.1288,5406794.451,1804408.197,649665.4231,0.663781413,392.1127505,0
710128.1288,5406794.451,1807687.264,649571.7837,0.521589552,188.2081662,0
711128.1288,5406794.451,1810966.313,649478.1388,0.535055792,535.129326,0
712128.1288,5406794.451,1814245.345,649384.4884,0.614828196,1469.819424,0
713128.1288,5406794.451,1817524.359,649290.8326,0.545204932,1489.09338,0
714128.1288,5406794.451,1820803.356,649197.1714,0.567619001,398.5480927,0
715128.1288,5406794.451,1824082.335,649103.5047,0.486243196,44.01584988,0
716128.1288,5406794.451,1827361.296,649009.8326,0.342301694,2.941883768,0
717128.1288,5406794.451,1830640.24,648916.155,0.347758702,0.028430837,0
718128.1288,5406794.451,1833919.166,648822.472,0.52385557,0,0
719128.1288,5406794.451,1837198.073,648728.7836,0.634095588,0,0
720128.1288,5406794.451,1840476.963,648635.0898,0.77520942,0,0
721128.1288,5406794.451,1843755.835,648541.3906,0.911606498,7.647487254,0
722128.1288,5406794.451,1847034.688,648447.6859,0.887876619,0,0
723128.1288,5406794.451,1850313.523,648353.9759,0.83503276,3.140539555,0
724128.1288,5406794.451,1853592.34,648260.2605,0.71666457,261.3009656,0
725128.1288,5406794.451,1856871.138,648166.5397,0.665216411,563.441852,0
726128.1288,5406794.451,1860149.917,648072.8135,0.781217599,201.0431537,0
727128.1288,5406794.451,1863428.678,647979.0819,0.877544597,1.668064163,0
728128.1288,5406794.451,1866707.421,647885.345,0.756168697,18.4157693,0
729128.1288,5406794.451,1869986.144,647791.6027,0.733333523,356.0113036,0
730128.1288,5406794.451,1873264.849,647697.855,0.829455934,578.655914,0
731128.1288,5406794.451,1876543.535,647604.102,0.891094736,907.6369763,0
732128.1288,5406794.451,1879822.201,647510.3437,0.912193204,1167.973416,0
733128.1288,5406794.451,1883100.849,647416.58,0.967616992,328.0326762,0
734128.1288,5406794.451,1886379.477,647322.8109,0.951746881,69.40711679,0
735128.1288,5406794.451,1889658.086,647229.0366,0.908451045,1.79409621,0
736128.1288,5406794.451,1892936.676,647135.2569,0.954119959,0,0
698128.1288,5405794.451,1768243.777,647415.8373,0.218665066,354.3001825,0
699128.1288,5405794.451,1771523.023,647322.2747,0.16604592,40.26341731,0
700128.1288,5405794.451,1774802.253,647228.7067,0.166829219,184.0036423,0
701128.1288,5405794.451,1778081.466,647135.1333,0.233825056,106.2326047,0
702128.1288,5405794.451,1781360.663,647041.5544,0.098330991,0.005282332,0
703128.1288,5405794.451,1784639.843,646947.9701,0.098630819,0.199635369,0
704128.1288,5405794.451,1787919.006,646854.3804,0.179901537,138.9372148,0
705128.1288,5405794.451,1791198.153,646760.7852,0.212706188,234.1430915,0
706128.1288,5405794.451,1794477.283,646667.1847,0.219532128,139.907866,0
707128.1288,5405794.451,1797756.395,646573.5787,0.317748647,141.3476043,0
708128.1288,5405794.451,1801035.491,646479.9674,0.438168671,123.967019,0
709128.1288,5405794.451,1804314.569,646386.3506,0.73868845,404.6240889,0
710128.1288,5405794.451,1807593.63,646292.7285,0.754247641,395.0885246,0
711128.1288,5405794.451,1810872.674,646199.101,0.662256901,664.747495,0
712128.1288,5405794.451,1814151.7,646105.4681,0.487518973,610.5339894,0
713128.1288,5405794.451,1817430.709,646011.8298,0.344496227,344.2322993,0
714128.1288,5405794.451,1820709.701,645918.1861,0.454457572,10.51404085,0
715128.1288,5405794.451,1823988.674,645824.5371,0.438057873,0.03773241,0
716128.1288,5405794.451,1827267.63,645730.8828,0.341116675,0,0
717128.1288,5405794.451,1830546.569,645637.2231,0.331102103,0,0
718128.1288,5405794.451,1833825.489,645543.558,0.376592249,0,0
719128.1288,5405794.451,1837104.391,645449.8876,0.493870283,0,0
720128.1288,5405794.451,1840383.276,645356.2119,0.717397902,0,0
721128.1288,5405794.451,1843662.142,645262.5308,0.879955788,7.65166697,0
722128.1288,5405794.451,1846940.99,645168.8445,0.889899713,7.653061224,0
723128.1288,5405794.451,1850219.819,645075.1528,0.776477118,0.001639344,0
724128.1288,5405794.451,1853498.631,644981.4558,0.582018649,162.260711,0
725128.1288,5405794.451,1856777.423,644887.7534,0.515017048,559.6423358,0
726128.1288,5405794.451,1860056.198,644794.0458,0.624883727,458.6365956,0
727128.1288,5405794.451,1863334.953,644700.3329,0.758865307,284.206708,0
728128.1288,5405794.451,1866613.69,644606.6147,0.795046179,427.0537439,0
729128.1288,5405794.451,1869892.409,644512.8913,0.776931605,396.6933309,0
730128.1288,5405794.451,1873171.108,644419.1625,0.828097766,123.0125729,0
731128.1288,5405794.451,1876449.788,644325.4285,0.923322015,669.8979778,0
732128.1288,5405794.451,1879728.45,644231.6892,0.859605864,1421.271551,0
733128.1288,5405794.451,1883007.092,644137.9446,0.860770146,866.3006929,0
