Detector,X,Y,sep,Effort
OK_449,723381.1046,5399697.042,/,1
OK_450,724380.1651,5399730.061,/,1
OK_495,719417.904,5398565.986,/,1
OK_499,723414.1185,5398697.98,/,1
OK_500,724413.1854,5398730.994,/,1
OK_557,719450.8877,5397566.939,/,1
OK_558,720449.9396,5397599.923,/,1
OK_560,722448.0593,5397665.91,/,2
OK_561,723447.1271,5397698.913,/,2
OK_603,702500.6546,5396008.193,/,3
OK_604,703499.6276,5396041.066,/,3
OK_605,704498.6054,5396073.946,/,3
OK_621,720482.9242,5396600.866,/,1
OK_622,721481.9876,5396633.851,/,1
OK_623,722481.0563,5396666.842,/,2
OK_662,697538.6989,5394844.966,/,3
OK_663,698537.6543,5394877.805,/,3
OK_668,703532.502,5395042.088,/,3
OK_669,704531.4859,5395074.963,/,3
OK_687,722514.0481,5395667.767,/,2
OK_727,697571.5317,5393846.011,/,3
OK_728,698570.4932,5393878.844,/,3
OK_729,699569.4595,5393911.683,/,3
OK_730,700568.4304,5393944.529,/,3
OK_731,701567.406,5393977.381,/,3
OK_732,702566.3864,5394010.239,/,3
OK_734,704564.3617,5394075.974,/,3
OK_752,722547.0345,5394668.686,/,2
OK_753,723546.1208,5394701.673,/,2
OK_795,698603.3274,5392879.877,/,3
OK_797,700601.2768,5392945.553,/,3
OK_799,702599.2451,5393011.253,/,3
OK_800,703598.2363,5393044.113,/,3
OK_801,704597.2325,5393076.978,/,3
OK_819,722580.0156,5393669.6,/,3
OK_820,723579.1081,5393702.581,/,3
OK_860,698636.157,5391880.904,/,3
OK_861,699635.1355,5391913.734,/,3
OK_862,700634.1185,5391946.571,/,3
OK_864,702632.099,5392012.261,/,3
OK_865,703631.0964,5392045.115,/,3
OK_866,704630.0985,5392077.977,/,3
OK_867,705629.1056,5392110.843,/,3
OK_883,721613.8982,5392637.537,/,1
OK_884,722612.9914,5392670.507,/,3
OK_885,723612.0901,5392703.484,/,3
OK_930,698668.9819,5390881.925,/,3
OK_931,699667.9663,5390914.751,/,3
OK_935,703663.9515,5391046.113,/,3
OK_936,704662.9598,5391078.969,/,3
OK_937,705661.9728,5391111.831,/,3
OK_953,721646.8626,5391638.443,/,1
OK_954,722645.962,5391671.408,/,7
OK_1001,699700.7926,5389915.76,/,3
OK_1002,700699.7877,5389948.588,/,1
OK_1005,703696.8019,5390047.104,/,1
OK_1006,704695.8162,5390079.955,/,3
OK_1007,705694.8353,5390112.812,/,3
OK_1008,706693.8593,5390145.675,/,3
OK_1023,721679.8218,5390639.343,/,7
OK_1024,722678.9272,5390672.303,/,7
OK_1074,699733.6141,5388916.765,/,4
OK_1075,700732.6153,5388949.587,/,4
OK_1076,701731.6212,5388982.415,/,1
OK_1078,703729.6473,5389048.089,/,1
OK_1079,704728.6676,5389080.935,/,1
OK_1080,705727.6928,5389113.788,/,4
OK_1081,706726.7229,5389146.645,/,3
OK_1082,707725.7577,5389179.51,/,3
OK_1089,714719.1417,5389409.726,/,3
OK_1090,715718.2168,5389442.639,/,3
OK_1096,721712.7756,5389640.238,/,7
OK_1097,722711.8872,5389673.192,/,3
OK_1148,700765.438,5387950.58,/,4
OK_1149,701764.4499,5387983.404,/,1
OK_1151,703762.488,5388049.068,/,1
OK_1152,704761.5143,5388081.909,/,1
OK_1153,705760.5454,5388114.757,/,1
OK_1154,706759.5814,5388147.611,/,4
OK_1155,707758.6224,5388180.469,/,4
OK_1162,714752.0483,5388410.65,/,3
OK_1163,715751.1293,5388443.558,/,6
OK_1164,716750.2155,5388476.471,/,7
OK_1165,717749.3069,5388509.39,/,7
OK_1166,718748.4034,5388542.315,/,7
OK_1167,719747.5051,5388575.246,/,7
OK_1168,720746.612,5388608.183,/,7
OK_1169,721745.7242,5388641.126,/,7
OK_1225,699799.2429,5386918.756,/,1
OK_1226,700798.256,5386951.568,/,4
OK_1227,701797.2739,5386984.386,/,4
OK_1229,703795.3239,5387050.042,/,1
OK_1230,704794.3561,5387082.878,/,1
OK_1231,705793.3932,5387115.721,/,1
OK_1232,706792.4351,5387148.569,/,1
OK_1233,707791.482,5387181.423,/,4
OK_1234,708790.5339,5387214.283,/,4
OK_1239,713785.8678,5387378.674,/,3
OK_1240,714784.9497,5387411.57,/,3
OK_1241,715784.0367,5387444.471,/,3
OK_1308,699832.0502,5385919.742,/,1
OK_1309,700831.0692,5385952.55,/,1
OK_1310,701830.093,5385985.364,/,4
OK_1311,702829.1215,5386018.183,/,1
OK_1312,703828.155,5386051.009,/,1
OK_1317,708823.3947,5386215.225,/,1
OK_1321,712819.6754,5386346.706,/,3
OK_1322,713818.7582,5386379.591,/,3
OK_1323,714817.8461,5386412.482,/,3
OK_1396,700863.8778,5384953.525,/,1
OK_1397,701862.9074,5384986.334,/,4
OK_1398,702861.9418,5385019.149,/,4
OK_1399,703860.9811,5385051.97,/,1
OK_1403,707857.1867,5385183.312,/,1
OK_1404,708856.2504,5385216.162,/,1
OK_1408,712852.5549,5385347.623,/,3
OK_1409,713851.6435,5385380.503,/,3
OK_1480,700896.6815,5383954.495,/,1
OK_1482,702894.7574,5384020.109,/,4
OK_1483,703893.8025,5384052.926,/,4
OK_1484,704892.8525,5384085.747,/,4
OK_1487,707890.0316,5384184.248,/,1
OK_1570,704925.6749,5383086.692,/,4
OK_1571,705924.7356,5383119.515,/,3
OK_1573,707922.8716,5383185.179,/,2
OK_1578,712918.2985,5383349.439,/,1
OK_1579,713917.3989,5383382.308,/,1
OK_1659,705957.5588,5382120.449,/,4
OK_1660,706956.6303,5382153.272,/,4
OK_1661,707955.7066,5382186.102,/,2
OK_1662,708954.7878,5382218.938,/,1
OK_1666,712951.1627,5382350.338,/,2
OK_1667,713950.2691,5382383.203,/,2
OK_1748,706989.4545,5381154.196,/,5
OK_1749,707988.5367,5381187.021,/,2
OK_1753,711984.9147,5381318.378,/,1
OK_1754,712984.0218,5381351.232,/,4
OK_1755,713983.134,5381384.091,/,1
OK_1756,714982.2513,5381416.957,/,1
OK_1837,707022.2739,5380155.114,/,4
OK_1838,708021.3619,5380187.933,/,1
OK_1841,711018.6553,5380286.427,/,3
OK_1842,712017.7632,5380319.27,/,2
OK_1843,713016.876,5380352.119,/,5
OK_1844,714015.9939,5380384.973,/,1
OK_1845,715015.1169,5380417.834,/,1
OK_1927,707055.0883,5379156.026,/,3
OK_1928,708054.182,5379188.84,/,2
OK_1929,709053.2807,5379221.661,/,1
OK_1931,711051.4927,5379287.319,/,5
OK_1932,712050.6064,5379320.156,/,5
OK_1933,713049.725,5379353,/,5
OK_1934,714048.8486,5379385.85,/,1
OK_1935,715047.9775,5379418.706,/,1
OK_1936,716047.1114,5379451.566,/,1
OK_2017,706088.8034,5378124.127,/,5
OK_2018,707087.898,5378156.931,/,3
OK_2019,708086.9974,5378189.741,/,2
OK_2020,709086.1016,5378222.557,/,1
OK_2021,710085.2109,5378255.378,/,5
OK_2022,711084.3253,5378288.205,/,5
OK_2023,712083.4446,5378321.038,/,2
OK_2024,713082.5689,5378353.877,/,2
OK_2110,706121.6023,5377125.032,/,5
OK_2111,707120.7026,5377157.831,/,3
OK_2112,708119.8077,5377190.637,/,2
OK_2113,709118.9177,5377223.447,/,2
OK_2114,710118.0327,5377256.263,/,5
OK_2116,712116.2778,5377321.914,/,2
OK_2203,706154.3964,5376125.932,/,5
OK_2204,707153.5022,5376158.726,/,3
OK_2205,708152.6131,5376191.526,/,3
OK_2206,709151.7288,5376224.332,/,2
OK_2207,710150.8494,5376257.143,/,8
OK_2208,711149.9752,5376289.96,/,8
